Date,Minutes,Seconds,Calories,Distance,Resistance,Notes
8/17/20,61,35,656.4,27.1,2,
8/18/20,77,36,833.6,34.5,2,
8/19/20,74,8,784.3,32.4,2,
8/20/20,61,35,647.7,26.8,3,
8/21/20,55,28,641.7,26.5,2,
8/22/20,75,28,826.5,34.2,2,
8/23/20,77,10,845.5,35,2,
8/24/20,56,27,580,24,3,
8/25/20,67,43,686.5,28.4,3,
8/26/20,75,31,882.3,36.5,2,
8/27/20,70,30,791.7,32.8,2,
8/28/20,78,6,847.2,35,2,
8/29/20,76,48,845.8,35,2,
8/30/20,82,49,914.9,37.9,2,
8/31/20,64,41,632.9,26.2,3,
9/1/20,67,19,738.3,30.5,2,
9/2/20,68,54,768.4,31.8,2,
9/3/20,56,15,557.3,23,3,
9/4/20,55,26,609.6,25.2,2,
9/5/20,46,50,503,20.8,2,
9/7/20,75,16,787,32.6,2,
9/8/20,58,38,604,25,2,
9/9/20,75,45,795.7,32.9,2,
9/10/20,58,16,618.8,25.6,2,
9/11/20,60,16,621.6,25.7,2,
9/12/20,59,43,623.3,25.8,2,
9/13/20,76,27,842.1,34.8,2,
9/14/20,61,47,696.9,28.8,2,
9/15/20,77,46,855.2,35.4,2,
9/16/20,66,47,738.2,30.5,2,
9/17/20,51,18,592.1,24.5,2,
9/18/20,53,17,583.9,24.1,2,
9/19/20,67,10,787.7,32.6,2,
9/20/20,76,24,869.8,36,2,
9/21/20,54,37,613.8,25.4,2,
9/22/20,62,33,663.8,27.4,3,
9/23/20,53,45,604.4,25,2,
9/24/20,62,28,681,28.2,2,
9/25/20,64,35,728.1,30.1,2,
9/26/20,58,16,655.4,27.1,2,
9/27/20,81,52,918.9,38,2,
9/28/20,54,55,641.3,26.5,2,
9/29/20,64,46,736,30.4,2,
9/30/20,48,10,514.4,21.3,3,
10/1/20,54,26,611,25.3,2,
10/2/20,68,13,774.6,32,2,
10/3/20,72,26,835.1,34.5,2,
10/4/20,61,15,698.1,28.9,2,
10/5/20,52,14,544.7,22.5,3,
10/6/20,62,55,703,29.1,2,
10/7/20,62,37,697.7,28.9,2,
10/8/20,58,14,635.6,26.3,2,
10/9/20,63,53,695.8,28.8,2,
10/10/20,66,38,758.9,31.4,2,
10/11/20,67,38,747.6,30.9,2,
10/12/20,29,16,281.3,11.6,4,
10/13/20,55,56,633.6,26.2,2,
10/14/20,54,48,606.4,25.1,2,
10/15/20,67,6,745.3,30.8,2,
10/16/20,49,27,552,22.8,2,
10/17/20,61,49,693.1,28.7,2,
10/18/20,69,49,787.6,32.6,2,
10/19/20,62,31,684.8,28.3,2,
10/20/20,68,18,752.9,31.1,2,
10/21/20,54,54,579.2,23.9,3,
10/22/20,31,6,337.2,13.9,2,
10/23/20,62,0,677.2,28,2,
10/24/20,68,54,773.2,32,2,
10/25/20,50,56,562.1,23.2,2,
10/26/20,44,2,462.1,19.1,2,
10/27/20,31,37,328.8,13.6,2,
10/28/20,62,18,688.9,28.5,2,
10/29/20,48,29,547.6,22.6,2,
10/30/20,62,35,713.2,29.5,2,
10/31/20,50,45,510.6,21.1,3,
11/1/20,78,46,896.4,37.1,2,
11/2/20,62,39,719.1,29.7,2,
11/3/20,60,14,690.9,28.6,2,
11/4/20,51,12,581.1,24,2,
11/5/20,56,28,633.1,26.2,2,
11/7/20,59,21,660.9,27.3,2,
11/7/20,26,14,244,10,2,
11/8/20,61,42,662.5,27.4,2,
11/9/20,67,18,797.5,33,2,
11/10/20,50,54,522,21.6,3,
11/11/20,75,18,838.8,34.7,2,
11/12/20,50,23,539.3,22.3,2,
11/13/20,57,14,633,26.2,2,
11/14/20,63,20,677,28,2,
11/15/20,60,48,674.8,27.9,2,
11/16/20,60,59,677,28,2,
11/17/20,61,46,689.5,28.5,2,
11/18/20,51,55,583.2,24.1,2,
11/19/20,85,46,918.4,38,2,
11/20/20,48,37,530.3,21.9,2,
11/21/20,71,28,756.2,31.3,2,
11/22/20,61,56,699.7,28.9,2,
11/23/20,68,54,736.2,30.4,2,
11/24/20,51,25,554.2,22.9,2,
11/25/20,65,17,699.4,28.9,2,
11/25/20,36,26,403,16.6,2,
11/26/20,49,32,549.2,22.7,2,
11/27/20,71,39,782.7,32.4,2,
11/28/20,52,35,576.5,23.8,2,
11/29/20,71,36,784.7,32.5,2,
11/30/20,51,17,584,24.1,2,
12/1/20,55,41,613.9,25.4,2,
12/2/20,66,14,727,30.1,2,
12/3/20,73,7,781.6,32.3,2,
12/4/20,65,3,742.8,30.7,2,
12/5/20,60,18,638.3,26.4,2,
12/6/20,63,58,739.9,30.6,2,
12/7/20,76,11,847,35,2,
12/8/20,63,21,731.8,30.3,2,
12/9/20,73,41,804.4,33.3,2,
12/10/20,63,49,678.6,28.1,2,
12/11/20,54,42,636.8,26.3,2,
12/12/20,60,50,686.4,28.4,2,
12/13/20,76,8,840.6,34.8,2,
12/14/20,63,30,699.4,28.9,2,
12/15/20,59,33,650.2,26.9,2,
12/16/20,61,15,663.7,27.4,2,
12/17/20,59,9,661,27.3,2,
12/18/20,61,39,697.1,28.8,2,
12/19/20,57,9,642.2,26.6,2,
12/21/20,68,27,744.1,30.8,2,
12/22/20,51,34,554,22.9,2,
12/23/20,51,13,504.5,20.9,3,
12/24/20,72,24,805.8,33.3,2,
12/26/20,59,59,673.5,27.9,2,
12/27/20,67,47,645.8,26.7,3,
12/28/20,50,27,536.2,22.2,2,
12/29/20,55,25,619.7,25.6,2,
12/30/20,68,43,737.4,30.5,2,
12/31/20,64,41,742.4,30.7,2,
1/1/21,62,14,657.9,27.2,2,
1/2/21,72,6,748.7,31,2,
1/3/21,60,22,637,26.3,2,
1/4/21,56,53,635.5,26.3,2,
1/5/21,57,48,618.2,25.6,2,
1/6/21,50,48,546.4,22.6,2,
1/7/21,64,40,675.3,27.9,2,
1/8/21,57,31,613.8,25.4,2,
1/9/21,31,38,351.4,14.5,2,
1/11/21,41,6,424.5,17.5,2,
1/12/21,68,10,688,28.4,2,
1/13/21,74,38,799.8,33.1,2,
1/14/21,54,37,542.3,22.4,3,
1/15/21,79,4,821.8,34,2,
1/16/21,75,45,788.4,32.6,2,
1/17/21,84,26,935.8,38.7,2,
1/18/21,63,23,674,27.9,2,
1/19/21,61,43,652.8,27,2,
1/20/21,84,17,924.7,38.3,2,
1/21/21,62,59,686.3,28.4,2,
1/22/21,65,43,706.5,29.2,2,
1/23/21,69,33,713.2,29.5,2,
1/24/21,63,29,653.2,27,2,
1/25/21,67,40,693.6,28.7,2,
1/26/21,66,47,678,28,2,
1/27/21,69,39,737.7,30.5,2,
1/28/21,62,31,659.1,27.3,2,
1/29/21,60,29,619.5,25.6,2,
1/30/21,74,16,772.1,31.9,2,
1/31/21,58,39,553.9,22.9,3,
2/1/21,73,11,821,34,2,
2/2/21,64,38,682,28.2,3,
2/3/21,69,59,768,31.8,2,
2/4/21,41,27,454.4,18.8,2,
2/5/21,67,5,702.4,29,2,
2/6/21,83,21,859.9,35.6,2,
2/7/21,69,53,738.2,30.5,2,
2/8/21,49,38,472.9,19.5,3,
2/9/21,69,21,764,31.6,2,
2/10/21,61,31,624.3,25.8,3,
2/11/21,48,57,489.2,20.2,3,
2/12/21,53,22,524,21.7,3,
2/13/21,79,56,812.7,33.6,2,
2/14/21,72,50,792.2,32.8,2,
2/17/21,49,57,504.4,20.8,2,
2/21/21,68,47,709.8,29.4,2,
2/22/21,43,21,425.3,17.6,3,
2/23/21,60,53,674.6,27.9,2,
2/24/21,58,44,607.6,25.1,2,
2/25/21,70,32,721.6,29.8,2,
2/26/21,61,43,638,26.4,2,
2/27/21,62,32,646.9,26.7,2,
2/28/21,68,54,714.7,29.6,2,
3/1/21,58,55,565.7,23.4,3,
3/2/21,61,34,667,27.6,2,
3/3/21,54,32,652.7,27,2,
3/4/21,71,45,794.8,32.9,2,
3/5/21,76,26,856.4,35.4,2,
3/6/21,70,54,776.4,32.1,2,
3/7/21,68,39,714.7,29.6,2,
3/8/21,58,39,651.4,26.9,2,
3/9/21,56,48,550.9,22.8,3,
3/10/21,81,6,913.8,37.8,2,
3/11/21,40,50,398.3,16.5,4,
3/12/21,67,19,708.7,29.3,2,
3/13/21,74,59,837.3,34.6,2,
3/14/21,64,40,707.2,29.2,2,
3/15/21,64,26,677.6,28,2,
3/16/21,56,15,633.1,26.2,2,
3/17/21,59,49,661.3,27.3,2,
3/18/21,46,22,474.3,19.6,3,
3/19/21,49,32,516.5,21.3,3,
3/20/21,53,30,572.3,23.7,3,
3/21/21,76,16,832.2,34.4,2,
3/22/21,72,17,814.3,33.7,2,
3/23/21,50,10,546,22.6,3,
3/24/21,57,53,675.8,27.9,2,
3/25/21,87,0,975.6,40.4,2,
3/26/21,58,52,662.1,27.4,2,
3/27/21,69,36,793.8,32.8,2,
3/28/21,86,21,990.2,41,2,
3/29/21,65,55,702.9,29.1,3,
3/30/21,61,24,654.7,27.1,3,
3/31/21,41,31,415.6,17.2,4,
4/1/21,66,38,731.1,30.2,3,
4/2/21,58,45,613.8,25.4,3,
4/3/21,65,29,703.3,29.1,3,
4/4/21,73,32,826.1,34.2,2,
4/5/21,60,9,637.6,26.4,3,
4/6/21,62,18,662.7,27.4,3,
4/7/21,53,21,493.1,20.4,4,
4/8/21,58,57,624.4,25.8,3,
4/9/21,72,49,783.2,32.4,3,
4/10/21,64,18,681.5,28.2,3,
4/11/21,78,42,846.1,35,3,
4/12/21,66,57,733.4,30.3,2,
4/13/21,72,21,769.9,31.8,2,
4/14/21,63,1,681.4,28.2,2,
4/15/21,59,49,632.9,26.2,3,
4/16/21,38,55,410,16.9,2,
4/17/21,67,29,742.2,30.7,2,
4/18/21,66,16,722.5,29.9,2,
4/19/21,60,55,622,25.7,3,
4/20/21,55,17,520.6,21.5,3,
4/21/21,68,47,675.7,27.9,3,
4/26/21,64,12,688.9,28.5,2,
4/27/21,68,19,740.2,30.6,2,
4/28/21,79,44,832.2,34.4,2,
4/29/21,72,19,756.6,31.3,2,
4/30/21,65,12,640.5,26.5,3,
5/1/21,76,43,826.7,34.2,2,
5/2/21,70,43,760,31.4,2,
5/3/21,75,28,816.4,33.8,2,
5/4/21,67,58,734.4,30.4,2,
5/5/21,73,49,787.9,32.6,2,
5/6/21,84,0,893.7,37,2,
5/7/21,64,57,669.5,27.7,2,
5/8/21,83,10,879.6,36.4,2,
5/9/21,69,23,716.6,29.6,2,
5/10/21,69,36,764,31.6,2,
5/11/21,65,6,642.6,26.6,2,
5/12/21,78,36,848.9,35.1,2,
5/13/21,78,55,825.2,34.1,2,
5/14/21,63,26,648.4,26.8,2,
5/15/21,69,33,725.4,30,2,
5/16/21,61,57,635.2,26.3,2,
5/17/21,62,20,643.6,26.6,2,
5/18/21,60,48,604.2,25,3,
5/19/21,59,25,585.6,24.2,3,
5/20/21,75,34,780.7,32.3,2,
5/21/21,76,41,794.1,32.8,2,
5/22/21,88,49,985.7,40.8,2,
5/23/21,67,25,654.7,27.1,3,
5/24/21,59,22,652.6,27,2,
5/25/21,80,1,839.1,34.7,2,
5/26/21,62,12,622.2,25.7,3,
5/27/21,65,11,669.2,27.7,2,
5/28/21,72,44,767.9,31.8,2,
5/29/21,71,20,722.6,29.9,2,
5/30/21,78,53,794,32.8,2,
5/31/21,72,42,716,29.6,2,
6/1/21,51,44,557,23,2,
6/2/21,65,49,623.1,25.8,3,
6/3/21,64,59,634.2,26.2,3,
6/4/21,72,31,682.9,28.2,3,
6/5/21,90,34,996.4,41.2,2,
6/6/21,62,26,646.1,26.7,2,
6/7/21,63,38,633.3,26.2,3,
6/8/21,87,27,907,37.5,2,
6/9/21,68,15,703.8,29.1,2,
6/10/21,73,12,767.2,31.7,2,
6/11/21,74,44,779.5,32.2,2,
6/12/21,82,57,815,33.7,2,
6/13/21,71,34,708.9,29.3,3,
6/14/21,66,34,645.4,26.7,3,
6/15/21,67,32,634.6,26.2,3,
6/16/21,77,51,795.7,32.9,2,
6/17/21,67,53,647.4,26.8,3,
6/18/21,66,52,650,26.9,3,
6/19/21,80,44,876.9,36.3,2,
6/20/21,79,35,789.7,32.7,2,
6/21/21,75,15,725.7,30,3,
6/22/21,44,35,370.8,15.3,4,
6/28/21,59,45,571.6,23.6,2,
6/29/21,62,17,633,26.2,2,
6/30/21,61,4,604.1,25,2,
7/1/21,65,46,672.3,27.8,2,
7/2/21,67,51,695.1,28.7,2,
7/3/21,77,1,765.3,31.7,2,
7/4/21,70,25,707.9,29.3,2,
7/5/21,82,1,838.9,34.7,2,
7/6/21,67,16,674,27.9,2,
7/7/21,68,44,660.4,27.3,2,
7/8/21,54,27,548.6,22.7,2,
8/6/21,72,43,719.3,29.7,2,
8/7/21,75,5,644.9,26.7,3,
8/8/21,79,28,792.6,32.8,2,
8/9/21,65,34,646.1,26.7,2,
8/10/21,60,43,609.3,25.2,2,
8/11/21,58,45,563.5,23.3,2,
8/12/21,90,42,772.8,32,3,
8/15/21,44,58,441.2,18.2,2,
8/16/21,69,49,703.8,29.1,2,
8/17/21,84,27,826.3,34.2,2,
8/18/21,50,42,469.6,19.4,3,
8/19/21,87,42,817.5,33.8,2,
8/20/21,92,36,865.1,35.8,2,
8/21/21,72,50,716.7,29.6,2,
8/22/21,67,58,685.8,28.4,2,
8/23/21,66,27,694.3,28.7,2,
8/24/21,75,5,760.1,31.4,2,
8/25/21,63,56,571.2,23.6,3,
8/26/21,69,57,680.1,28.1,2,
8/27/21,66,27,665.1,27.5,2,
8/28/21,71,30,754.7,31.2,2,
8/29/21,75,59,761.8,31.5,2,
8/30/21,68,29,671.2,27.8,2,
8/31/21,67,24,690.8,28.6,2,
9/1/21,64,48,686.2,28.4,2,
9/2/21,63,3,639.7,26.5,2,
9/3/21,66,21,671.3,27.8,2,
9/4/21,41,18,406.5,16.8,2,
9/6/21,63,26,640.7,26.5,2,
9/7/21,70,48,718.2,29.7,2,
9/8/21,70,41,685.8,28.4,2,
9/9/21,86,24,840.5,34.8,2,
9/10/21,63,30,630.7,26.1,2,
9/11/21,67,46,703.8,29.1,2,
9/12/21,76,6,759.1,31.4,2,
9/13/21,71,26,695.3,28.8,2,
9/14/21,64,25,634.9,26.3,2,
9/15/21,65,42,609.5,25.2,3,
9/16/21,63,59,567,23.4,3,
9/17/21,47,21,419.4,17.3,3,
9/18/21,78,30,782.2,32.4,2,
9/19/21,78,29,763.4,31.6,2,
9/20/21,61,56,558,23.1,3,
9/21/21,65,28,612.7,25.3,3,
9/22/21,74,27,745.2,30.8,2,
9/23/21,58,30,534.4,22.1,3,
9/24/21,64,2,605.5,25,3,
9/25/21,49,10,492.7,20.4,2,
9/27/21,65,38,611.8,25.3,2,
9/28/21,59,31,581.5,24,2,
9/29/21,65,29,633.9,26.2,2,
9/30/21,63,5,561.4,23.2,3,
10/1/21,28,36,279.4,11.5,2,
10/2/21,53,52,529.5,21.9,3,
10/3/21,30,16,303.4,12.5,2,
10/4/21,59,23,575.7,23.8,3,
10/5/21,32,49,328.2,13.5,2,
10/6/21,33,13,383,15.8,2,
10/7/21,52,40,608.7,25.2,2,
10/8/21,44,51,508.9,21,2,
10/9/21,33,17,376.1,15.5,2,
10/10/21,36,57,404.5,16.7,2,
10/11/21,43,55,472.2,19.5,2,
10/12/21,38,18,414.2,17.1,2,
10/13/21,47,0,452.3,18.7,3,
10/14/21,40,59,417.2,17.2,3,
10/15/21,53,56,533,22,3,
10/16/21,48,40,519.6,21.5,2,
10/17/21,41,30,439.9,18.2,2,
10/18/21,56,29,596.7,24.7,2,
10/19/21,52,39,548,22.7,2,
10/20/21,37,37,367.8,15.2,2,
10/21/21,41,35,436,18,2,
10/23/21,73,55,739.3,30.6,2,
10/24/21,58,26,613.8,25.4,2,
10/25/21,35,19,374.5,15.5,2,
10/26/21,46,46,489.7,20.2,2,
10/27/21,40,38,424.8,17.5,2,
10/28/21,43,57,450.2,18.6,2,
10/29/21,44,19,464.9,19.2,2,
10/30/21,64,25,646.3,26.7,2,
10/31/21,68,19,716.6,29.6,2,
11/1/21,45,30,484.3,20,2,
11/2/21,59,0,627,25.9,2,
11/3/21,40,38,426,17.6,2,
11/4/21,64,19,695.6,28.8,2,
11/5/21,41,24,425.5,17.6,2,
11/6/21,72,28,746.6,30.9,2,
11/7/21,81,13,862.2,35.7,2,
11/8/21,48,50,522,21.6,2,
11/9/21,42,21,413.2,17.1,3,
11/10/21,67,13,695.6,28.8,2,
11/11/21,58,3,608.8,25.2,2,
11/12/21,59,24,632.9,26.2,2,
11/13/21,56,55,613.3,25.4,2,
11/14/21,62,58,653.5,27,2,
11/15/21,54,58,583.4,24.1,2,
11/16/21,40,26,432.1,17.9,2,
11/17/21,69,56,734.9,30.4,2,
11/18/21,35,20,379.8,15.7,2,
11/19/21,58,45,592.2,24.5,2,
11/20/21,56,9,584.1,24.1,2,
11/21/21,62,44,662.1,27.4,2,
11/22/21,55,33,580,24,2,
11/23/21,54,32,572.6,23.7,2,
11/24/21,58,59,620.9,25.7,2,
11/25/21,53,57,565.5,23.4,2,
11/26/21,60,7,617.2,25.5,2,
11/27/21,68,34,703,29.1,2,
11/28/21,62,15,638.6,26.4,2,
11/29/21,61,39,649.2,26.8,2,
11/30/21,65,35,663.5,27.4,2,
12/1/21,54,22,553.1,22.9,2,
12/2/21,62,49,651.4,26.9,2,
12/3/21,55,33,597.7,24.7,2,
12/4/21,67,51,664.8,27.5,2,
12/5/21,64,1,606.6,25.1,2,
12/6/21,41,41,428,17.7,2,
12/7/21,67,38,681.3,28.2,2,
12/8/21,45,42,429.2,17.7,2,
12/9/21,56,32,593.5,24.5,3,
12/10/21,51,17,551.4,22.8,2,
12/11/21,81,12,821.2,34,2,
12/12/21,60,44,657.1,27.2,2,
12/13/21,57,43,608.1,25.1,2,
12/14/21,51,18,546,22.6,2,
12/15/21,67,32,709.6,29.3,2,
12/18/21,45,47,502.7,20.8,2,
12/19/21,54,14,560.2,23.2,2,
12/20/21,51,44,559.8,23.1,2,
12/21/21,63,36,673.9,27.9,2,
12/22/21,61,53,647.9,26.8,2,
12/23/21,61,21,641.2,26.5,2,
12/24/21,58,51,633.8,26.2,2,
12/25/21,65,21,675,27.9,2,
12/26/21,65,20,683,28.2,2,
12/27/21,56,47,591.9,24.5,2,
12/28/21,65,44,687.8,28.4,2,
12/29/21,64,17,684.5,28.3,2,
12/30/21,62,19,647.5,26.8,2,
12/31/21,56,43,624.8,25.8,2,
1/1/22,58,46,622.7,25.7,2,
1/2/22,65,57,690.1,28.5,2,
1/3/22,67,12,713.2,29.5,2,
1/4/22,59,45,573.7,23.7,3,
1/5/22,74,42,777.2,32.1,2,
1/6/22,62,22,655.9,27.1,2,
1/7/22,40,36,426.6,17.6,2,
1/9/22,62,19,672.2,27.8,2,
1/10/22,69,56,758.9,31.4,2,
1/11/22,62,49,658,27.2,2,
1/12/22,55,48,614.4,25.4,2,
1/13/22,63,33,701.4,29,2,
1/14/22,59,54,658,27.2,2,
1/15/22,69,23,723.1,29.9,2,
1/16/22,67,34,683.8,28.3,2,
1/17/22,52,57,554.4,22.9,2,
1/18/22,63,59,649.1,26.8,2,
1/19/22,58,53,621.2,25.7,2,
1/20/22,57,58,625.7,25.9,2,
1/21/22,56,49,618.6,25.6,2,
1/22/22,47,51,468.7,19.4,3,
1/23/22,59,4,623.5,25.8,2,
1/24/22,59,46,623.9,25.8,2,
1/25/22,51,31,564.9,23.4,2,
1/26/22,59,17,647.6,26.8,2,
1/27/22,45,16,519.5,21.5,2,
1/28/22,51,18,574.3,23.7,2,
1/29/22,57,47,636,26.3,2,
1/30/22,58,47,622.9,25.8,2,
1/31/22,61,37,657.2,27.2,2,
2/1/22,51,50,546.3,22.6,2,
2/2/22,43,50,437.1,18.1,3,
2/3/22,59,24,637.8,26.4,2,
2/4/22,62,40,654.3,27.1,2,
2/5/22,54,41,594.6,24.6,2,
2/6/22,58,23,647.9,26.8,2,
2/7/22,47,22,522.9,21.6,2,
2/8/22,50,37,543.6,22.5,2,
2/9/22,48,37,517.4,21.4,2,
2/10/22,56,17,598.3,24.7,2,
2/11/22,55,37,573.6,23.7,2,
2/12/22,59,25,633.5,26.2,2,
2/13/22,56,23,568.1,23.5,2,
2/14/22,59,59,632.5,26.2,2,
2/15/22,64,55,677.9,28,2,
2/16/22,63,46,681.4,28.2,2,
2/17/22,46,19,513.9,21.2,2,
2/18/22,64,58,693.1,28.7,2,
2/19/22,41,47,452,18.7,2,
2/20/22,49,53,548.5,22.7,2,
2/21/22,47,21,506.2,20.9,2,
2/22/22,41,17,455.2,18.8,2,
2/23/22,42,59,425.4,17.6,3,
2/24/22,49,27,525,21.7,2,
2/25/22,41,32,425.9,17.6,3,
2/26/22,48,42,516.5,21.3,2,
2/27/22,61,51,661.4,27.3,2,
2/28/22,46,41,509.4,21.1,2,
3/1/22,43,23,465.5,19.2,2,
3/2/22,42,14,455.4,18.8,2,
3/3/22,45,22,493.3,20.4,2,
3/4/22,45,27,430.1,17.8,3,
3/5/22,36,25,309.6,12.8,4,
3/6/22,65,47,693.5,28.7,2,
3/7/22,55,21,576.9,23.8,2,
3/8/22,41,21,430.2,17.8,2,
3/9/22,44,7,473.2,19.6,2,
3/10/22,41,55,449.1,18.6,2,
3/11/22,42,49,417.7,17.3,3,
3/12/22,65,21,703.4,29.1,2,
3/13/22,31,26,367.4,15.2,2,
3/14/22,31,29,341.8,14.1,2,
3/15/22,31,33,355.5,14.7,2,
3/16/22,35,25,398.2,16.4,2,
3/17/22,41,41,414.7,17.1,3,
3/18/22,37,26,403.8,16.7,2,
3/19/22,67,43,741.7,30.7,2,
3/20/22,54,30,581.3,24,2,
3/21/22,46,12,493,20.4,2,
3/22/22,42,29,406,16.8,3,
3/23/22,53,47,509.1,21,3,
3/24/22,49,50,538.9,22.3,2,
3/25/22,43,26,416.3,17.2,3,
3/26/22,67,41,758.6,31.4,2,
3/27/22,61,6,703.5,29.1,2,
3/28/22,63,32,675.9,27.9,2,
3/29/22,47,40,529.6,21.9,2,
3/30/22,52,40,560.6,23.2,2,
3/31/22,46,29,495.4,20.5,2,
4/1/22,41,32,446.1,18.4,2,
4/2/22,62,15,668.5,27.6,2,
4/3/22,63,24,693.5,28.7,2,
4/4/22,40,33,423.7,17.5,2,
4/5/22,48,17,469.5,19.4,3,
4/6/22,44,58,471.2,19.5,2,
4/7/22,42,18,409,16.9,3,
4/8/22,38,20,412.6,17,2,
4/9/22,73,26,772.9,32,2,
4/10/22,61,25,634.8,26.2,2,
4/11/22,53,14,575.6,23.8,2,
4/12/22,52,2,561.3,23.2,2,
4/13/22,55,4,592.1,24.5,2,
4/14/22,41,1,437.5,18.1,2,
4/15/22,53,51,575.8,23.8,2,
4/16/22,57,42,617.2,25.5,2,
4/17/22,61,20,567.6,23.5,3,
4/18/22,51,26,547.2,22.6,2,
4/19/22,42,55,452.8,18.7,2,
4/20/22,63,37,663.7,27.4,2,
4/21/22,45,24,487.1,20.1,2,
4/24/22,31,11,308.4,12.7,2,
4/25/22,40,31,421.1,17.4,2,
4/26/22,36,18,331.2,13.7,3,
4/27/22,43,18,453.2,18.7,2,
4/28/22,41,15,440.9,18.2,2,
4/28/22,41,12,426.1,17.6,2,
4/29/22,57,26,617.4,25.5,2,
4/30/22,67,40,736.9,30.5,2,
5/1/22,61,20,672.4,27.8,2,
5/2/22,43,14,464,19.2,2,
5/3/22,47,47,429.6,17.7,3,
5/4/22,46,28,483.5,20,2,
5/5/22,43,52,456,18.8,2,
5/6/22,47,10,451.6,18.7,3,
5/7/22,70,0,734.4,30.4,2,
5/8/22,61,38,654.8,27.1,2,
5/9/22,44,26,459.1,19,2,
5/10/22,43,20,451.8,18.7,2,
5/11/22,42,25,439.9,18.2,2,
5/12/22,47,44,495.4,20.5,2,
5/13/22,35,29,329.7,13.6,3,
5/14/22,70,51,745.2,30.8,2,
5/15/22,66,18,684,28.3,2,
5/16/22,42,25,423.8,17.5,2,
5/17/22,46,23,476.6,19.7,2,
5/18/22,40,32,389.9,16.1,3,
5/23/22,31,40,321.5,13.3,2,
5/24/22,41,42,443.7,18.3,2,
5/25/22,45,20,476.9,19.7,2,
5/26/22,46,22,480.8,19.9,2,
5/27/22,44,35,456.7,18.9,2,
5/28/22,60,22,618,25.6,2,
5/29/22,56,31,585.6,24.2,2,
5/30/22,52,0,539.3,22.3,2,
5/31/22,49,18,519.5,21.5,2,
6/1/22,36,17,391.2,16.2,2,
6/2/22,35,1,363.1,15,2,
6/3/22,20,48,211.8,8.7,2,
6/4/22,57,56,608.4,25.2,2,
6/5/22,50,46,519.4,21.5,2,
6/6/22,36,14,392,16.2,2,
6/7/22,47,26,492.5,20.4,2,
6/8/22,30,26,319.1,13.2,2,
6/12/22,26,45,275,11.3,2,
6/13/22,49,47,522.6,21.6,2,
6/14/22,42,31,468.9,19.4,2,
6/15/22,43,14,471.8,19.5,2,
6/16/22,40,29,429.2,17.7,2,
6/17/22,51,12,521.7,21.6,2,
6/18/22,54,55,565.4,23.4,2,
6/19/22,56,28,582.3,24.1,2,
6/20/22,43,51,471.9,19.5,2,
6/21/22,51,39,561.5,23.2,2,
6/22/22,40,52,465.5,18.9,2,
6/23/22,53,28,567.3,23.5,2,
6/24/22,43,27,478.4,19.8,2,
6/25/22,52,24,583.4,24.1,2,
6/26/22,53,9,586.7,24.3,2,
6/27/22,57,31,644.6,26.7,2,
6/28/22,41,28,458.9,19,2,
6/29/22,50,51,545.9,22.6,2,
6/30/22,43,20,456.3,18.9,2,
7/1/22,49,39,526.2,21.7,2,
7/2/22,51,43,574.8,23.8,2,
7/3/22,57,5,616.1,25.5,2,
7/4/22,55,16,586.6,24.3,2,
7/5/22,43,24,488,20.2,2,
7/6/22,43,25,473.4,19.6,2,
7/7/22,46,14,506.5,20.9,2,
7/8/22,35,42,363.4,15,2,
7/9/22,52,48,578.3,23.9,2,
7/10/22,48,52,553.3,22.9,2,
7/11/22,37,46,415.7,17.2,2,
7/12/22,47,15,523.3,21.6,2,
7/13/22,63,13,715.3,29.6,2,
7/14/22,46,39,518.9,21.4,2,
7/15/22,49,26,543.8,22.5,2,
7/16/22,47,43,544.2,22.5,2,
7/17/22,58,17,622.3,25.7,2,
7/18/22,45,15,498.2,20.6,2,
7/19/22,49,16,560.2,23.2,2,
7/20/22,38,38,463.9,19.2,2,
7/21/22,38,34,431.1,17.8,2,
7/22/22,58,4,608,25.1,2,
7/23/22,52,47,584.9,24.2,2,
7/24/22,52,44,571.5,23.6,2,
7/25/22,55,38,612.6,25.3,2,
7/26/22,51,33,569.1,23.5,2,
7/27/22,43,59,490.3,20.3,2,
7/28/22,40,22,457.3,18.9,2,
7/29/22,32,58,369.3,,2,
7/30/22,50,46,581.7,,2,
8/1/22,35,4,408.2,,2,
8/2/22,42,56,503.9,,2,
8/3/22,48,27,509.5,,3,
8/4/22,53,17,597.1,,2,
8/5/22,50,46,575.1,,2,
8/6/22,48,5,543.6,,2,
8/7/22,46,39,476.1,,3,
8/8/22,54,35,600.1,,2,
8/9/22,43,31,482.4,,2,
8/10/22,46,48,522,,2,
8/11/22,35,16,367.5,,3,
8/14/22,15,0,,,2,"Kicked sensor, use cal/dist average of res 2"
8/14/22,28,25,293.7,12.1,2,
8/15/22,37,35,389.3,16.1,2,
8/16/22,43,23,437.6,18.1,2,
8/17/22,45,44,463.3,19.1,2,
8/18/22,41,58,427.5,17.7,2,
8/19/22,47,17,491.9,20.3,2,
8/21/22,34,14,350.3,14.5,2,
8/22/22,46,30,478.3,19.8,2,
8/23/22,53,42,532.1,22,2,
8/24/22,40,2,413.3,17.1,2,
8/25/22,43,52,497.8,20.6,2,
8/29/22,34,54,372.8,15.4,2,
8/30/22,38,30,413.3,17.1,2,
8/31/22,41,27,453.1,18.7,2,
9/1/22,42,53,462.7,19.1,2,
